300 154 13.0 0.95 0.95 0.95 46.667
500 37 3.0 0.97 0.97 0.97 84.497
500 37 5.0 0.97 0.96 0.97 85.236
500 37 7.0 0.96 0.96 0.96 85.385
500 37 9.0 0.96 0.96 0.96 85.548
500 37 11.0 0.96 0.96 0.96 86.158
500 37 13.0 0.96 0.96 0.96 86.093
500 41 3.0 0.97 0.97 0.97 84.76
500 41 5.0 0.97 0.96 0.96 85.014
500 41 7.0 0.96 0.96 0.96 85.352
500 41 9.0 0.96 0.96 0.96 85.489
500 41 11.0 0.96 0.96 0.96 86.181
500 41 13.0 0.96 0.96 0.96 85.655
500 53 3.0 0.97 0.97 0.97 81.395
500 53 5.0 0.97 0.97 0.97 82.335
500 53 7.0 0.96 0.96 0.96 82.104
500 53 9.0 0.96 0.96 0.96 82.812
500 53 11.0 0.96 0.96 0.96 82.701
500 53 13.0 0.96 0.96 0.96 82.917
500 67 3.0 0.97 0.97 0.97 88.855
500 67 5.0 0.97 0.97 0.97 89.533
500 67 7.0 0.96 0.96 0.96 89.454
500 67 9.0 0.96 0.96 0.96 89.773
500 67 11.0 0.96 0.96 0.96 89.848
500 67 13.0 0.96 0.96 0.96 90.461
500 154 3.0 0.97 0.97 0.97 99.17
500 154 5.0 0.97 0.96 0.96 100.195
500 154 7.0 0.96 0.96 0.96 100.443
500 154 9.0 0.96 0.96 0.96 100.794
500 154 11.0 0.96 0.96 0.96 100.411
500 154 13.0 0.96 0.96 0.96 101.054
